date,오이도,정왕,신길온천,안산,초지,고잔,중앙,한대앞,상록수,반월,대야미,수리산,산본,금정,범계,평촌,인덕원,정부과천청사,과천,대공원,경마공원,선바위,남태령,사당,총신대입구,동작,이촌,신용산,삼각지,숙대입구,서울역,회현,명동,충무로,동대문역사문화공원,동대문,혜화,한성대입구,성신여대입구,길음,미아사거리,미아,수유,쌍문,창동,노원,상계,당고개
2019-03-17,15687,14166,2494,30285,4106,11626,29949,12337,28655,6855,6395,5284,25338,37991,39486,16372,32164,19780,6996,12668,38608,10406,1818,41455,29782,3951,15035,19479,6742,22222,26824,30875,75120,31044,38151,28404,67755,22005,35034,30027,42727,22650,54314,41864,41186,35146,26617,19825
2019-03-18,23276,24044,3777,30193,11158,19829,40325,21912,49303,10415,9888,9274,41990,62253,64011,41898,59956,26696,10744,5001,2170,20128,3149,60370,51441,5675,19019,37583,11633,40023,40771,74758,88746,79993,45639,57975,81685,39061,55297,57039,64234,39285,85837,71860,67118,50960,46581,28388
2019-03-19,23466,23654,3922,29587,11272,19915,40752,22186,49711,10445,10211,9341,43162,63303,66418,42400,62581,26649,11132,6608,2578,20352,3278,61744,51564,5823,19557,38249,12325,41632,41369,75943,90375,81659,47262,58801,87523,39928,56223,58538,66648,39585,87273,72922,68097,51445,47494,29011
2019-03-20,22312,22429,3724,28326,11724,19066,39200,21227,47923,9876,9438,9016,41695,61488,66000,42033,61052,32687,11240,4366,4814,20143,3341,61805,50796,4835,20036,38048,12262,41460,41437,71686,86343,81895,47856,55467,87877,39972,55674,57688,65170,39341,85530,71730,67348,50197,46736,28011
2019-03-21,22978,22964,3672,28881,11076,19347,40630,21876,48566,10158,9811,9160,42943,62786,66105,43145,60990,26124,11235,4804,4886,19997,3384,63450,51361,5401,19203,38640,12947,42295,42820,73353,93040,83868,51540,57502,90895,40069,56141,58417,66182,39425,86603,72417,68103,51592,46206,28979
2019-03-22,24022,22643,3827,30223,10541,19753,44091,22385,49178,10633,10089,9401,45523,65041,70208,43375,64424,26810,11779,6716,17066,21116,3592,68309,54942,6025,20759,41638,14114,39749,47057,76684,95482,82919,54804,61230,96343,40469,59277,56801,69415,40412,90811,74284,71571,56041,47856,29469
2019-03-23,19499,15247,3051,27820,5902,16427,37682,15899,36631,8644,7663,6390,33788,47169,55917,24703,42907,16875,9395,9991,28372,13348,2624,56377,40976,4323,17134,25517,8858,26979,33767,63755,86393,46882,46197,48114,90533,28910,44311,38987,55536,28628,67492,53613,51630,44737,34246,22756
2019-03-24,15460,14624,2539,29987,4006,11832,30134,12509,28468,6758,6087,5278,24943,38223,39184,16748,31693,19618,6889,11905,37978,9973,1729,40697,29201,3666,14590,18683,6398,22529,25573,30824,74210,30264,37942,27302,69062,21843,34218,28714,40964,21807,53115,41031,40038,34181,26063,19343
2019-03-25,23016,23652,3758,29722,12212,19349,39487,21712,48801,10494,9923,9278,42073,62275,64074,42323,59417,26500,10759,4937,2186,20009,3070,59659,50938,5649,18345,37112,12056,40630,40812,69956,89103,79627,45452,56855,81501,38818,55165,56928,65479,39045,85573,70767,66282,50122,46079,28409
2019-03-26,24058,23272,3936,29642,11099,20057,40811,22132,49974,10422,10078,9381,43166,63879,66153,42549,62838,25970,11431,6805,2413,20437,3351,61963,52043,5880,19257,38461,12768,41527,41275,76629,92360,81601,45811,58782,86965,39786,56189,58255,66398,39681,87058,72225,67675,51118,47240,29448
2019-03-27,23163,22806,3755,29076,10913,19927,41025,21916,49351,10554,9910,9205,43245,63055,67161,42443,61339,32712,11569,5830,5448,20427,3277,61648,51887,5589,20490,39256,12691,41658,41792,75341,91971,81599,46963,57296,94171,39191,56637,58150,66418,39150,86814,72284,68121,51476,47019,28606
2019-03-28,23695,22607,3849,29592,11056,19834,40766,22077,49695,10449,9888,9364,43312,63790,67199,43226,62944,25731,11481,6171,5249,20502,3357,62393,52052,5679,19389,38204,12714,41955,42481,76011,92710,84041,47793,59299,91558,40431,56648,58197,67213,39550,87082,72705,67874,51448,47314,29179
2019-03-29,24873,23010,3989,30773,10549,20123,45697,22449,51410,10997,10416,9394,45747,65072,71100,42685,64718,27849,12050,9080,17272,21704,3732,67310,54089,6099,21098,41748,13151,39658,47320,77037,96026,83921,50118,60498,99141,39513,58755,56666,70328,39944,90966,73029,70925,55242,47084,29127
2019-03-30,18982,14872,3087,27943,6640,15600,36094,15254,35252,8387,7391,5972,32837,46045,53631,23611,40877,16585,8990,9151,28650,13219,2671,52966,38889,3665,16601,24331,8198,24508,32356,61069,83071,46733,39145,46072,84175,27326,43871,37761,55126,28884,66816,51754,50354,43056,33482,21880
2019-03-31,14610,13629,2317,28185,3741,12025,27775,11939,27150,6167,5632,5013,23700,36186,37975,16130,32181,19667,6357,10264,37246,9242,1606,38293,28152,3079,13249,17876,6040,21609,24585,28677,69612,28948,32137,23727,64816,20464,33760,27517,40582,20280,51393,39654,39053,33775,24861,17555
2019-04-01,23088,23685,3722,29762,10683,19058,39672,21258,48004,10392,9858,9155,41430,61823,63601,41660,59510,26463,10935,5495,2162,19769,2976,58500,50214,5826,17846,36191,11305,39603,39012,72959,85780,78468,44416,56344,81188,38532,54769,56186,66011,39396,85146,71847,66178,50227,46507,28300
2019-04-02,23908,23164,3823,29037,10962,19462,39945,21529,49054,10101,9920,9346,42678,62646,65183,42203,60728,25127,11348,7928,2372,20287,3182,59636,50859,6918,19807,36892,12390,41048,39797,75276,87856,80019,43864,57950,86910,39728,55264,57457,66495,39339,86355,71906,67923,50961,47291,28988
2019-04-03,23289,22492,3912,29205,10649,19798,40440,21579,48768,10586,10104,9219,43169,63224,67781,42666,62053,32168,11460,8715,5645,20687,3269,61326,52059,6898,21248,37972,12458,41312,39999,75240,89765,80056,45837,57470,90823,39952,55743,58191,67132,39751,86730,72124,67638,51918,47373,28489
2019-04-04,23347,22967,3839,28770,10705,19589,40992,21439,49122,10211,9991,9249,43398,63569,66791,42976,61335,26505,11443,8616,5537,20341,3275,62260,51727,6479,19722,37467,12638,41518,41777,75764,91021,82908,48620,58761,90940,39777,55943,57555,67177,38601,86314,71716,67666,51218,46634,28978
2019-04-05,23790,23044,3932,30240,11777,19569,44572,22525,49770,10596,10351,9116,46752,64851,69429,42103,63178,25855,11776,13187,16743,21875,3641,66001,54184,8564,20797,40692,12950,39128,46706,74685,94321,81074,50526,59687,96985,39494,58944,56815,70063,39938,90868,72988,69525,55909,47858,29359
2019-04-06,19018,15492,3277,28071,6011,16438,37719,15791,36631,8829,7949,6472,34080,46355,54730,24397,41245,15270,8919,17645,32535,13323,2520,53784,39736,5457,18100,23920,8478,25542,33344,62220,85053,46377,40147,45451,86056,28092,43962,38158,54554,28090,66858,53077,50596,43247,34026,22270
2019-04-07,16013,14837,2786,31336,4366,12745,30223,12704,29480,7085,6678,5462,27961,39410,40633,17130,33542,20497,7195,28963,47201,11099,2167,42251,30492,7177,15160,18049,6651,21643,26324,30462,72562,33578,33060,25798,67453,22022,34609,29429,42708,21844,54631,42449,40278,35199,26019,19522
2019-04-08,23239,23951,3849,30477,10858,19525,40148,22037,49617,10524,10200,9350,42855,63299,64143,42412,60259,28156,10998,11700,3738,20294,3162,60640,51323,7671,19288,36982,11914,39463,39468,73652,84096,79251,44054,56677,80520,39176,54461,56645,66451,38980,86055,71550,66864,50299,46209,29017
2019-04-09,22491,22516,3682,28217,10768,19126,37741,21315,47962,9972,9784,9180,41458,61788,64607,41683,61376,25150,11365,9373,3007,20615,3516,61820,51190,7627,21915,37128,12416,41008,39475,74816,80855,80459,43546,54895,86346,40026,54570,57832,66109,39053,84724,71040,65847,49153,46682,28455
2019-04-10,22399,22021,3682,28477,11416,19246,39494,20970,47991,9991,9881,8970,42300,61856,65167,41224,60817,31871,11197,8667,6176,20169,3202,61113,50682,6898,20596,37592,12237,40344,39861,71708,85837,81257,45320,53732,88536,38660,55229,57088,65542,38817,85047,70841,67038,50619,45979,28272
2019-04-11,23909,23299,3954,29715,10803,19804,41509,22431,49351,10709,10252,9398,44008,64093,67318,42978,62887,26162,11473,14590,9314,20943,3232,63472,52235,8081,21091,38607,12703,41339,41196,77624,89360,83877,46916,57429,88653,40012,55816,57981,67619,39263,87376,72840,68577,52169,47173,28789
2019-04-12,24390,22274,4060,31000,10536,21126,44727,22710,50198,11172,10419,9210,46706,65396,70502,42188,64590,26283,12206,23177,21543,21697,3514,66960,55070,8161,23147,40004,13092,38926,44882,77594,94592,81587,49923,60125,96910,40015,58667,56409,70926,40643,91443,73580,71679,55622,47310,29744
2019-04-13,22094,17259,3517,31724,6733,19194,40716,17634,40495,9366,9100,7615,37491,52126,61763,28697,49762,20920,10545,60875,48507,16804,3344,60604,44010,8969,20150,25123,9237,27147,35963,71193,96857,54918,43819,48530,88566,29754,44962,40196,59357,30904,71863,55453,53852,45737,35411,24247
2019-04-14,13746,13576,2283,31852,6740,13817,26340,11184,26551,6392,5894,4578,22766,36463,36211,15745,29724,17868,6105,11868,38870,9108,1824,38236,26710,3482,13537,16945,6269,21100,24847,28097,68281,29426,31553,22115,60432,19945,30995,26508,38877,20608,49098,37262,36824,31571,22950,15974
2019-04-15,23251,23540,4068,30490,12434,19954,39498,22150,49113,10695,10211,9315,42204,62930,62966,42587,60396,26877,11187,14362,2829,20620,3135,60101,51716,7399,19457,37363,11925,39913,41334,77256,88533,80202,45375,57722,80451,39282,54102,56155,64280,39644,85355,71047,66774,49530,46742,28721
2019-04-16,23530,23227,3953,30057,11695,20910,39963,22220,49715,10741,10433,9571,43118,64156,66960,42677,65174,27715,11652,15821,3096,21223,3308,62168,51906,8010,20791,37934,12736,41180,39777,77708,87202,81372,45206,57945,88592,40329,54241,57660,67603,39965,86188,72066,68364,51223,47109,29629
2019-04-17,24035,22520,3958,30009,10898,20214,40851,21678,49980,10815,10531,9701,43921,64407,69768,43274,63403,33285,11622,13845,6796,21208,3303,62611,52205,7647,21804,38257,12704,41030,40613,76815,89362,82672,46498,57599,90181,39937,54988,57770,67531,39932,86584,72789,68962,52369,46912,29009
2019-04-18,23273,22608,3913,28949,10836,19671,39521,21426,49011,10625,10050,9504,43395,62880,66416,42956,61766,25581,11315,11107,5763,21022,3320,61657,51227,6758,20278,37972,12426,40890,41433,74232,87595,80865,45062,56271,89033,38811,53105,56957,66567,39404,87353,71341,67341,50199,46370,28718
2019-04-19,24247,22345,3892,30469,10300,19590,41880,21796,48918,10948,10436,9466,45477,63744,69370,43223,63641,27118,12100,13442,17142,21824,3451,65265,54628,7546,22351,39643,13175,39477,46390,76429,93132,80793,50567,59326,93951,38970,56099,55984,69823,40585,88532,72566,71338,54320,46896,29386
2019-04-20,20764,16040,3245,29791,7665,17063,38264,16216,37809,8992,8734,8585,36324,48946,56158,26453,44099,16057,9674,32517,31568,14489,2673,57443,41718,5526,19579,24483,9016,26877,34636,67729,86825,51237,43486,47911,86869,29333,42414,39510,56489,30237,68421,53765,53975,44014,34773,24558
2019-04-21,15407,14310,2588,29777,4181,11613,27108,11550,27811,6953,6644,7121,24882,37193,36051,16182,31081,18787,6502,19456,39332,10259,1911,38953,28408,3944,14327,16967,6418,20954,25295,30140,70021,31549,34048,24994,63982,20258,30730,27676,41075,21771,51487,39637,39719,32474,24899,18248
2019-04-22,23376,23203,3862,30385,10897,19795,39369,21438,48802,10347,10216,10733,42388,62533,62709,41826,59523,26530,10902,8603,2523,20247,3126,59113,50705,6388,19027,36840,11908,37961,39326,71178,85054,78362,45424,56664,76931,38101,52692,54227,65355,38533,83961,70907,66578,49707,46205,28719
2019-04-23,23151,22624,3958,29457,10772,19482,38813,21422,48599,10512,10126,11492,43011,62535,64994,41958,61157,25287,11519,8890,4563,20656,3090,60684,50192,6533,20748,37093,12575,38865,39426,74902,82800,77615,44866,55923,83414,38394,53821,56464,65999,38486,85327,70929,67490,49541,46323,28789
2019-04-24,23716,22477,3812,29748,9481,21638,40998,21351,48596,10869,10319,14190,44617,62600,67645,42812,61838,32534,11658,9938,8244,20940,3124,61151,51416,6061,22317,40320,12466,39427,39998,75208,85944,80668,47176,56732,90235,38850,55753,56915,67168,39436,87088,71424,68394,52735,46108,28743
2019-04-25,23055,22271,3651,28365,11019,19204,40133,21217,47619,10261,9798,13127,43298,61749,65430,42617,60847,26053,11670,6303,6597,21100,3266,62403,51174,5525,20569,39895,12883,39427,41633,73564,83324,80640,46558,55668,87456,39107,54760,55608,65742,38177,85347,71137,66448,51405,46612,28362
2019-04-26,23745,22430,3779,30272,9836,19540,44787,22142,48936,10822,10125,12907,46432,63878,70682,43113,63371,25515,12104,10925,17287,21501,3352,66121,54053,6233,21901,43536,13579,38558,45556,74283,88534,79613,50231,57997,97331,39263,59996,55791,70763,39724,90244,72317,71144,55985,47210,29006
2019-04-27,22661,17370,3664,31483,6886,18828,43278,17851,41561,10484,10999,33037,43931,52454,61806,28438,47230,17855,10263,35355,31227,15377,2855,59933,42639,5857,21710,28740,8925,29557,36675,68971,89553,52408,45709,49585,95842,34237,47624,41822,59489,31227,73079,56031,64869,49284,35774,24570
2019-04-28,16849,14780,2900,31295,4666,12456,31448,13025,30873,7712,8090,28441,31529,40869,41067,17775,33931,19209,7025,20331,39288,10581,1973,41384,30067,3842,15793,20340,6764,22429,27700,29716,75827,32389,35702,27314,66274,22456,33908,29686,41605,22630,53221,41254,40954,35331,25588,19227
2019-04-29,23822,23475,3886,30380,10449,19710,40471,21898,48876,10643,10261,14901,43874,62986,65189,43009,60204,26761,11227,7940,2354,20869,3067,59811,51386,6324,22344,39366,11962,40384,41723,76065,93614,80315,47748,60103,84411,39148,55967,56847,66827,39437,85877,71801,68593,51550,46961,28984
2019-04-30,25137,24563,4176,31864,12790,20852,43468,24250,50588,11051,10805,16227,47681,65827,70095,43736,63300,26622,11887,17306,2629,21952,3287,64738,53367,7607,23816,40844,12953,41953,43541,80240,99348,84955,50647,62782,97775,42174,59634,58808,69752,40163,90508,72574,70706,54467,48124,29872
2019-05-01,22053,17701,3375,27603,5872,14759,36709,18672,37061,9324,9114,18252,37084,45557,54052,25238,42617,26501,9029,30294,5424,14027,2405,49482,41981,7863,23692,25208,8754,32638,28657,74667,91800,56476,46895,65229,83347,35342,51015,43342,56828,32782,73009,55281,55849,47897,37353,24504
2019-05-02,24929,24112,4027,30697,10898,20650,43147,22393,49804,10749,10342,13500,45482,64530,69245,43323,61892,26619,11739,18536,5760,20773,3330,62901,52493,8493,21785,39408,12287,41946,43664,78790,99542,83652,50817,61766,95441,40016,58191,57785,69459,39551,88213,72880,69964,53947,47472,29159
2019-05-03,27116,24540,4224,32588,10921,21283,48971,23562,51485,11097,10775,12377,47785,65299,73926,43468,64655,26626,13088,25578,17034,21233,3144,66644,54725,8115,24505,42100,12932,39223,48947,79585,100666,82251,54164,64418,107924,40046,60260,57218,71650,40263,92091,74468,74188,58664,48804,30091
2019-05-04,21689,16874,3590,33507,6236,18258,41745,16549,38008,9121,8365,10888,35714,46941,55398,24752,42030,15048,9523,24347,31718,13449,2616,51902,39031,5496,22111,27079,8137,24917,36023,68413,94807,46421,50453,59501,92374,30582,47500,39306,58198,29223,69963,54164,52419,47545,34277,24343
2019-05-05,19951,15365,3018,34542,5906,15544,34204,12852,30961,7738,6845,9841,28507,38840,42536,17072,33975,19320,7174,32393,42727,10564,2050,39243,29647,4333,17592,20621,7137,21108,27219,32433,80353,29845,39472,31018,76063,23583,35329,28204,44176,21835,54557,42592,42364,37283,26014,20152
2019-05-06,21273,14413,3073,25032,4944,14780,37454,13674,32261,7745,7314,8916,29258,37936,43015,18469,31494,11005,7861,28022,1836,10437,1820,38825,31018,4911,16354,21266,5895,18881,25114,52419,63828,31787,36714,50299,66429,24294,38395,31196,47091,24068,58082,45068,42941,38243,28152,20453
2019-05-07,24837,23773,3967,30722,10746,20303,42335,22510,46766,10481,10322,10296,44647,63796,67762,42629,61649,25693,11601,10231,2354,20887,3312,62341,51459,7856,22123,39189,12023,41505,38821,74303,77647,78126,43521,56032,88248,40708,57369,58102,68535,40560,87429,72362,69905,52763,46732,30165
2019-05-08,24244,22986,3935,30591,10864,20707,42738,22069,51370,10883,10481,10069,45539,63101,68082,43113,62393,32774,11753,9788,4782,20999,3253,60869,51568,7501,22454,38555,11951,40488,38310,74152,77189,73209,44226,55291,91626,40414,55615,58821,69617,41098,87611,73467,70816,53145,47821,29375
2019-05-09,25004,23370,4051,30020,10725,22550,41966,22651,49309,10803,10392,10048,44275,64155,68019,44239,63035,26284,11605,11337,5396,21323,3468,64194,52507,8427,20820,39983,12230,41455,40173,75611,79691,81213,55358,57143,92348,40508,56601,58388,68716,40297,89062,73091,70219,55643,50176,30130
2019-05-10,24939,23572,4144,31460,12124,20777,46950,22994,52826,11386,10917,9972,46909,66569,74201,45046,67269,28354,12670,22672,17087,22046,3569,68499,54970,8236,22954,42609,13149,39961,43971,76317,83835,81857,59366,60625,107140,40352,59659,57071,72535,41319,91757,74695,74252,57543,48777,30576
2019-05-11,22642,17018,3473,31429,6959,17776,42011,17507,39547,9582,8867,8155,37899,50315,60766,27442,46099,16931,9918,24328,31365,14717,2988,58351,42059,7097,21654,26904,8646,27711,33274,66827,79633,48043,51396,49485,100238,32676,47927,43108,60735,29672,72238,57706,57039,48265,36421,25121
2019-05-12,17192,15573,2841,32985,5086,14315,31556,13385,31031,7671,7466,6402,27513,40264,41910,17007,35311,20900,7713,17267,40958,11233,2782,42693,30062,4904,17696,19390,6489,22235,24696,27933,64674,29543,33369,25305,75898,31651,37380,30933,43631,23075,58023,42514,42805,36496,27538,26300
2019-05-13,23917,23737,3866,29671,10546,20161,40582,21789,48901,10741,10259,9376,42550,62674,64819,43244,60404,28658,11193,6379,2657,20311,3115,59785,50427,6590,19745,38434,11855,39203,38732,73024,78600,77579,42881,56113,84215,38841,54337,55952,66570,38901,85002,70924,67758,50747,46245,29013
2019-05-14,24536,23333,3946,30055,9840,21311,41289,22199,50031,10792,10224,9524,43996,64193,67501,43555,62455,26370,12011,9586,2658,20938,3181,60802,53118,7310,23819,39132,12533,40774,39173,76680,80705,81513,44965,57785,91442,41195,57392,59479,68833,40153,87433,72596,70865,53646,47309,29502
2019-05-15,24515,23144,3949,30165,12079,20509,42868,20347,50319,10862,10548,9627,45047,63942,71415,43741,64939,32934,12216,16023,6100,20549,3311,63511,53818,8585,27268,40011,12737,41289,40370,76479,83282,81049,46540,58309,100327,40867,57355,58737,69797,40254,89402,74450,72289,55123,47438,30764
2019-05-16,24616,23306,3928,30185,10213,20895,42427,22354,49907,10886,10529,9568,45363,63733,68130,44062,63150,26342,11929,11226,5600,20956,3494,63775,52116,6057,21917,39833,12906,40666,40983,76231,82889,80143,48034,58353,94933,40192,56234,58282,67867,39352,87456,73072,70311,53189,47088,29236
2019-05-17,25792,23127,4096,31868,10497,21250,48449,23019,54002,11379,10540,9549,48436,65093,75157,43896,65415,27808,13553,29757,16800,21926,3569,67707,54442,8277,25903,42052,12904,39236,45321,76584,86649,81753,51647,60586,106112,39967,58881,57953,70577,39615,90733,74719,72682,56982,47854,29712
2019-05-18,22895,16997,3554,30854,6167,17628,40875,17354,39290,9365,8773,6976,37154,49398,59431,26423,44655,18147,10604,22643,30424,14595,2573,59379,41831,8472,23604,26966,9033,27158,34398,67156,82461,48046,47128,48973,93268,30595,46093,42286,58853,31255,70629,55387,55510,47277,35948,24477
2019-05-19,14768,14183,2239,28181,3747,11793,27553,11689,27230,6294,5771,4686,24100,35624,37198,16082,30319,17837,6835,7296,36825,9428,1687,38992,27077,2819,17037,18339,6332,21820,25905,26056,58661,29793,33078,21349,64468,21309,32097,27504,38846,20316,49273,38178,37894,32133,24065,16901
2019-05-20,23703,23734,3942,30553,11447,20314,40893,21675,49259,10709,10161,9311,42742,62998,65020,42934,60131,26516,11681,7116,2264,20277,3005,60279,50758,6255,19953,38425,11708,39318,39490,70394,83034,77753,44928,57613,81990,39129,55794,56766,66182,39285,85945,71098,68942,51053,46368,28557
2019-05-21,24260,23062,4024,30178,10744,20558,41354,22630,49946,10856,10283,9533,44064,64133,67118,42728,62493,26199,12612,11970,2551,20853,3132,62788,51963,6499,21786,39325,12299,41788,40013,76623,83654,79816,45183,58409,88676,40414,56115,58285,67811,39686,87133,72920,70485,51793,46958,29448
2019-05-22,24064,21357,4122,30342,10671,20631,41112,22218,49597,10750,10501,9613,44674,64286,67451,43251,61891,32279,12060,10319,5048,20695,3264,62987,51970,7275,22776,39431,12663,36788,40227,75356,83830,82613,46783,58356,92382,39525,56951,58412,67976,40097,87738,73005,70612,52492,47619,29430
2019-05-23,24459,23036,4073,29550,10550,20395,41367,22654,50001,10949,10280,9510,43871,63755,66936,43830,61799,25748,11853,10374,5430,20665,3410,63585,51655,6280,21971,40111,12856,41132,41544,76263,83623,83333,47767,57944,93863,40016,55594,58522,67732,39317,86656,72946,69248,52474,46707,29372
2019-05-24,24772,23978,4076,31155,10572,20243,45077,22263,50733,11298,10585,9409,46459,65099,74833,43631,64448,26343,12256,19907,17259,21671,3436,67516,54535,7187,22848,42453,12765,39294,46633,76364,89365,80073,51863,60670,102275,40007,58823,57370,71614,40461,91455,73958,72773,56099,47738,29852
2019-05-25,21940,16559,3529,30986,7128,17973,41390,17224,39206,9499,8927,7215,36792,49426,58390,26977,44904,15630,10208,28600,30492,15034,3111,57709,41129,5920,22774,26385,9286,27396,34749,65236,85086,49281,44273,49024,93305,30710,46278,40958,59071,31121,70561,54812,55329,46361,35611,24324
2019-05-26,17036,15287,2855,31878,4496,14745,31237,12943,29614,7368,6969,5816,26717,39096,41370,17641,33749,20936,7362,26332,40405,10930,1868,42741,29846,4291,17771,19924,6968,22334,27281,29646,69355,31855,35088,25584,72060,27135,36133,29605,43195,22087,54099,42010,42858,36300,27535,19454
2019-05-27,22007,22291,3524,29292,10069,19098,37594,20826,46676,9950,9427,8794,40271,60186,60161,41566,58462,25029,10568,3602,2081,19196,2876,57873,47805,5338,19129,37336,11368,38588,39628,67332,78430,75763,42736,52993,76697,37487,51751,53378,61526,37392,81185,67857,64443,46645,44367,26986
2019-05-28,24239,22906,4014,29909,10689,20272,40570,21617,49352,10738,10440,9604,44456,63640,67338,43756,62357,26046,11929,13136,2641,20491,3363,62563,51653,7245,22016,38916,12540,40384,39682,76907,83079,79421,45066,58517,87606,40422,56380,57254,68768,39724,86638,72676,69614,52015,46557,29667
2019-05-29,23960,22742,3955,29581,10495,20186,41500,21938,50158,10668,10343,9481,44359,63811,68132,43446,62489,32615,11823,14142,5979,20493,3493,62143,52220,6686,22935,39473,12148,40540,39306,74142,80777,78467,46774,57821,93330,40135,55297,57139,68055,39760,86160,71665,69533,52308,46909,29110
2019-05-30,24123,22624,4036,28620,11519,20293,41135,21651,48737,10718,10154,9649,43985,63814,67526,44268,62360,26182,11857,12112,5700,21082,3640,62399,51611,6420,21324,39716,11915,41442,40611,74474,81769,80424,46634,57477,93566,41322,55708,57749,68548,39726,86619,72120,69300,52465,46555,29170
2019-05-31,24823,23107,3983,30872,10392,20381,44810,22562,49700,11217,10660,9696,46333,65183,72075,44111,64769,27435,12167,17195,16910,21775,3332,65516,54339,6741,22309,42102,12454,39992,44692,75919,85482,81424,50469,60354,98345,43826,60261,57379,70761,41211,90659,73220,72415,56086,47491,29984
